"
                    
                    
                        （原标题：美英澳联手后，马克龙见默克尔）
                    
                    
                    当地时间9�?6日晚，法国总统马克龙在总统府爱丽舍宫会见到访的德国总理默克尔。据悉，这是默克尔在其任期内最后一次对法国进行工作访问，德国预计在9�?6日揭晓新任总理人选。当晚，马克龙在欢迎晚宴前举行的记者会上表示，在下一届德国政府组建之前，将与默克尔在重大问题上继续携手合作，寻求法德共同的解决方案。双方领导人就欧洲应从阿富汗危机吸取哪些教训、欧洲在萨赫勒地区反恐斗争中缺乏凝聚力�?022年上半年法国将担任欧盟轮值主席国以及法国担任轮值主席国期间将举行总统大选等问题展开磋商。此外，澳大利亚此前单方面撕毁与法国海军集团签署�?60亿欧元建�?2艘潜艇的协议，引起了法国方面的轩然大波。法国外长勒德里昂对此表示愤怒。分析表明，这将促使法国继续推动欧洲更多的防务与战略自主。在当天晚间的会晤中，该议题也成为双方领导人重点关注的问题。推荐阅读：美英撬走潜艇生意 澳大利亚闷头乐法国怒了美英�?�?5日成立“AUKUS”联盟，目的是使三国能够更容易地共享人工智能、网络、量子、水下系统和远程打击能力等关键技术。美英澳组这个新战略联盟，必然影响国际时局，而刚成立，风波就来了。法国背后遭捅刀AUKUS联盟刚一成立，就发布首个动作是“美国和英国将助澳大利亚建造核动力潜艇”。这引得法国愤怒至极，因为澳大利亚�?016年就与法国签订了合同，要�?00亿澳元购�?2艘法国制造的“梭鱼级”核动力潜艇，以取代澳军6艘“柯林斯级”潜艇。如今澳大利亚可以在美英的帮助下自建核潜艇了，这意味着法澳两国间的潜艇协议告吹。面对着被撬走了生意，法国外交部长勒德里安怒斥，“法国就像背后遭捅一刀一般”。勒德里安更表示，“这种野蛮、单边、且不可预测的方式，非常像是美国前总统特朗普会做的事。我既愤怒又痛苦，这不该是盟友之间会发生的”。随后，法国取消了原本将�?�?7日登场、庆祝美国革命关键海战“海角会�?40周年纪念”活动。目前出席盛宴而前往美国的法国海军军官已返回巴黎。澳大利亚称，法国提前知道此消息，但法国大使艾蒂安称，“我们直到在美澳宣布时才知道此消息”。澳大利亚为己辩护澳大利亚的“背叛”行为，深深刺伤了法国。对此，澳大利亚国防部长达顿9�?6日亲上火线为潜艇计划辩护。达顿表示，“海军首长与军方高层给我们的明确建议是，在进�?030年代后，特别�?030年代的后半期�?040年代，传统柴电潜艇，即澳大利亚现有的“柯林斯级”潜艇，无法提供澳海军所需要的能力，因此我们需�?艘核动力潜艇。此外，法国提供的版本并没有比美国、英国的版本更好，而相较于法国的方案，美国提供的技术能让澳大利亚提升潜艇在印太区增加隐蔽性，并缩短上浮时间，进而延长部署时间。因此，考量到什么最符合澳大利亚的国家安全，以及印太地区普遍的安全与和平，澳大利亚选择与美方合作。有战略联盟的考量，更有应对中国的小心思其实，抛弃法国不只是澳大利亚海军军事需求的考量，背后还有战略联盟的因素。达顿表示，美澳在华府最新的会谈让双方承诺更为稳固，并确认美澳的联盟能因应未来的战略挑战”。他进一步解释，澳大利亚与美国将“明显提升澳军军力态势合作，包括通过轮调部署各种美军军机到澳大利亚，以大幅提升双方空中合作力道，部署选项甚至包含轰炸机”。此外，他也暗示美军轮调至达尔文的军队人数也会增加。美澳未来会进行更多的军事演习，也联合区域其他伙伴展开更多联演。澳大利亚也愿意开放本土，建立并储存军事物资。美国国防部长奥斯汀则回应，美澳会持续探索彼此空中能力规模更大、更频繁地接触，并为美军地面部队提供更多训练机会，还将扩张美军在澳大利亚的后勤能量。此外，美英助澳建核潜艇，意味着美英要将建核潜艇的敏感技术给坎培拉。美国过去只与英国分享这类技术装备，而且澳大利亚目前还没有运行核动力潜艇所需的裂变材料，因此三国还需要讨论核材料转让问题，而澳大利亚此前也已保证不对美国提供的核材料进行浓缩加工。虽然三国没有在协议中提到“中国”，但美国官员称，这是西方国家应对中国在军事和技术领域崛起的又一项努力。（井上蛙）
                    
                ",美英澳联手后，马克龙见默克尔,,,,,,,,,,,,,,,,
"
                    
                    
                        （原标题：立陶宛警方严厉打击首都示威活动，俄发言人嘲讽：说好的民主自由呢？）
                    
                    
                    
 
	【文/观察者网 刘程辉�? 
 
	当地时间10日，立陶宛首都维尔纽斯乱了。数千名抗议民众走上街头，要求政府撤销针对未接种疫苗人群的歧视性政策，遭到了警方的严厉打击，已经导致示威者和警察受伤�? 
 
	对此，俄罗斯外交部发言人扎哈罗娃不禁在社交媒体上嘲讽道——在处理本国的抗议活动时，那些把民主自由挂嘴边的西方国家及其附庸国，怎么风格突然就变了？
 
  
 
立陶宛国家广播电视台（LRT）：首都数千人抗议疫苗接种政策，为“叛徒”树立绞刑架
 
 
	据立陶宛国家广播电视台（LRT）报道，在当天的抗议集会中，�?000名抗议者挥舞着国旗，举着“停止歧视”、“去�?的国家证明”等标语，高喊着“耻辱，耻辱！”，封锁了首都议会大厦的所有出口，禁止议员们离开大楼�? 
 
	根据Our World in Data网站10日最新数据，立陶宛打过疫苗的总人数达到了151万，占总人口数�?5.6%；其中完成全部疫苗接种的人数�?32万，占总人口数�?8.6%。为了推动该国疫苗接种工作，立陶宛政府此前计划自9�?3日起，对未接种疫苗的民众施加限制，禁止他们搭乘公共交通、使用医疗设施、进入指定商店及其他需要线下接触的服务。立陶宛政府原打算在11日批准上述措施�? 
  
  
  
 
立陶�?0日抗议活动现场（图自LRT�? 
 
	“我们需要保护国家和宪法，捍卫我们自由选择的权利。不管是否接种疫苗，我们的权利不应受到限制。”一�?9岁的农民抗议者说�? 
 
	在议会大厦的国家图书馆附近，抗议者们还竖起了临时的绞刑架，上面写着“献给立陶宛的叛徒”。一名抗议组织者称，“政府在利用国家进行勒索，这不仅是心理上的胁迫，他们还计划动用武装力量。�? 
  
 
立陶宛抗议民众在现场竖起了绞刑架
 
 
	这场抗议逐渐演变为大规模骚乱。维尔纽斯警方动用催泪瓦斯等工具驱散抗议人群，而抗议者则用水瓶和石块进行回击，双方冲突已经导致抗议者受伤�? 
 
	根据警方的说法，这场抗议本应该于当天下午5点结束，但在那时候仍有一些抗议者坚持封锁议会大楼的出口，警方不得不继续布置警力进行驱散。直到次日凌�?点左右，警方在动用防暴工具的情况下才最终将抗议者驱散�? 
 
	另据立陶宛Delfi通讯�?1日消息，首都警方已经拘留�?6名抗议者，有约10名警察在行动中受伤�? 
  
  
  
 
立陶宛警方和抗议者发生冲突（图自立陶宛Delfi通讯社）
 
  
  
 
立陶宛抗议活动一直持续到了当日夜晚（图自社交媒体�? 
 
	据俄塔社消息，立陶宛总统瑙塞达（Gitanas Nauseda）对此事表态称，“民主不是无政府状态，抗议自由不是使用暴力的自由”。立陶宛内政部长阿格妮·比洛泰特（Agnė Bilotaitė）则表示，立陶宛警方已经对本次抗议活动展开调查，肇事者将面临最�?年的监禁�? 
  
 
俄外交部发言人扎哈罗娃所发Telegram贴文
 
 
	立陶宛的这场抗议活动引发了俄外交部发言人扎哈罗娃的关注。她11日在社交平台Telegram上写道，今年1月，立陶宛总统瑙塞达曾指责俄罗斯对抗议者的“严厉镇压”，但在8�?0日立陶宛警方对抗议者使用催泪瓦斯，有人受伤后，瑙塞达又说“民主不是无政府状态，抗议自由不是使用暴力的自由”。扎哈罗娃讽刺道——在应对国内局势、镇压国内的抗议活动时，西方伙伴及其附庸国所谓的民主自由主义怎么就突然消失了�? 
 
	扎哈罗娃在另一条贴文中接着质问：事实证明，立陶宛政府剥夺了国民表达立场的机会，考虑到立陶宛领导人不断向邻国传授所谓的民主，我想问，在立陶宛政府看来，公民到底怎么表达立场才是正确的？
 
  
 
俄外交部发言人扎哈罗娃（图自俄卫星通讯社）
 
 
本文系观察者网独家稿件，未经授权，不得转载�? 

                    
                ",立陶宛警方严厉打击首都示威活动，俄发言人嘲讽：说好的民主自由呢�?,,,,,,,,,,,,,,,,
"
                    
                    
                        （原标题：中国驻立陶宛大使发推说“再见”，这条网友评论点赞量最高！�?                    
                    
                    有这样一条评论点赞量最高！中国驻立陶宛大使发推说“再见”，有这样一条评论点赞量最高！中国外交部于10日宣布决定召回中国驻立陶宛大使后�?1日，大使申知非发布最新推特称：“再见了！立陶宛”。↓这条推文很快引发网友关注。值得注意的是，其中一条定位显示来自英国，语气似乎为立陶宛网友的评论获得了最多点赞，该网友表示“为我们的政府道歉”。↓“这真的令人很失望。为我们的政府道歉。（祝）好运，希望有一天立陶宛和中国将有更好的关系。”也有网友转发了一条其他网友的观点，并表示赞同：“就是这样。”截图显示，经转发的这位网友说道：“这就是当一个小国通过悍然侮辱中国、公然打破外交协定和国际规则，违背自己利益、做其他国家哈巴狗时，会发生的（后果）。”↓继退出�?7+1”合作机制之后，立陶宛再次冲到反华一线，同意台湾当局在其首都维尔纽斯设立所谓“代表处”�?�?0日，中国外交部网站向立陶宛发布声明：决定召回中国驻立陶宛大使，并要求立政府召回驻中国大使。声明全文如下：近一段时间，立陶宛政府不顾中方反复交涉、晓以利害，宣布允许台湾当局以“台湾”名义设立“代表处”。此举公然违背中立两国建交公报精神，严重损害中国主权和领土完整。中国政府对此表示坚决反对，决定召回中国驻立陶宛大使，并要求立政府召回驻中国大使。中方正告立方，世界上只有一个中国，中华人民共和国政府是代表全中国的唯一合法政府。一个中国原则是公认的国际关系准则和国际社会普遍共识，是中国同其他国家发展双边关系的政治基础。中国政府和人民实现祖国统一的决心不可动摇，维护国家主权和领土完整的红线不容触碰。我们敦促立方立即纠正错误决定，采取切实措施，消除恶劣影响，不要在错误的道路上越走越远。我们也正告台湾当局，“台独”是死路一条，图谋在国际上搞分裂活动绝对不会得逞。推荐阅读中国召回驻立陶宛大�?台媒担心“圭亚那事件”重�?	
	#endText .video-info a{text-decoration:none;color: #000;}
	#endText .video-info a:hover{color:#d34747;}
	#endText .video-list li{overflow:hidden;float: left; list-style:none; width: 132px;height: 118px; position: relative;margin:8px 3px 0px 0px;}
	#entText .video-list a,#endText .video-list a:visited{text-decoration:none;color:#fff;}
	#endText .video-list .overlay{text-align: left; padding: 0px 6px; background-color: #313131; font-size: 12px; width: 120px; position: absolute; bottom: 0px; left: 0px; height: 26px; line-height: 26px; overflow: hidden;color: #fff; }
	#endText .video-list .on{border-bottom: 8px solid #c4282b;}
	#endText .video-list .play{width: 20px; height: 20px; background:url(http://static.ws.126.net/video/img14/zhuzhan/play.png);position: absolute;right: 12px; top: 62px;opacity: 0.7; color:#fff;filter:alpha(opacity=70); _background: none; _filter:progid:DXImageTransform.Microsoft.AlphaImageLoader(src=""http://static.ws.126.net/video/img14/zhuzhan/play.png""); }

	#endText .video-list a:hover .play{opacity: 1;filter:alpha(opacity=100);_filter:progid:DXImageTransform.Microsoft.AlphaImageLoader(src=""http://static.ws.126.net/video/img14/zhuzhan/play.png"");}
	
	
		
			
				
					
					
					
					
					
					
					
						
							
							
							
							
							
						
						
					
					 if (1/*/(iPhone|iPad|iPod|Android|NETEASEBOBO|blackberry|bb\d+)/ig.test(navigator.userAgent)||/safari|chrome|firefox/i.test(navigator.userAgent)*/){ var str1 = '<video controls=""controls"" preload=""auto"" width=""100%"" poster=""http://videoimg.ws.126.net/cover/20210810/xP5BL8h9o_cover.jpg"" style=""max-height:100%"">'; var str2 = '<source type=""video/mp4"" src=""http://flv.bn.netease.com/4f67ce86b9ea671eeaea347d241665935e05661e70a4028e5cf2412bca4865f252b523e60c90681e8a9adcb609d72b248b42fdd79d5d1da1dacfc387ddde80960bbd5716efd045f505453e433fe14ea85f6fb458cc5137463a2b193b94244045668c0240082cd818857eef47d24a0e7aa0dc688de621c472.mp4"">您的浏览器暂时无法播放此视频.</video>';document.getElementById(""FPlayer1404863609673"").parentNode.innerHTML = str1 + str2;}
				
				
					
						“支持台湾不用怕”？立陶宛挑衅中国还在硬杠！这种行为很愚�?						（来源：环球时报新闻�?					
                                         				
				
					
                                                					
				
			
			
window.NTES && function(d){var f=function(c){var b=c.getAttribute(""flashvars""),a=c.getAttribute(""repovideourl"").replace("".flv"",""-mobile.mp4"");h=d(c.parentNode.parentNode.parentNode),g='<embed src=""http://v.163.com/swf/video/NetEaseFlvPlayerV3.swf"" flashvars=""'+b+'"" allowfullscreen=""true"" allowscriptaccess=""always"" quality=""high"" wmode=""opaque"" width=""100%"" height=""100%"" type=""application/x-shockwave-flash"" />';if(1/*(iPhone|iPad|iPod|Android|NETEASEBOBO|blackberry|bb\d+)/ig.test(navigator.userAgent)*/){g='<video controls=""controls"" preload=""auto"" width=""100%"" height=""100%""><source type=""video/mp4"" src=""'+a+'"">您的浏览器暂时无法播放此视频.</video>';NTES("".video-inner .video"").attr(""style"", ""background: #000;"");}h.$("".video"")[0].innerHTML=g;},e=function(b){var a=d(b.parentNode.parentNode.parentNode);a.$(""li"").removeCss(""on""),b.addCss(""on""),a.$("".video-title"")[0].innerHTML=""string""==typeof b.textContent?b.textContent:b.innerText,a.$("".video-title"")[0].setAttribute(""href"",b.getAttribute(""url"")),a.$("".video-from"")[0].innerHTML=""（来源：""+b.getAttribute(""source"")+""�?",f(b);};window.continuePlay=function(){var a,"b=d(d("""".video-list .on"""")[0].nextSibling);3==b.nodeType&&(b=d(b.nextSibling));if(b&&d("""".video-inner input"""")[0].checked){e(b);}}","function(){var a={init:function(){if(d("""".video-list li"""")[0]){d(d("""".video-list li"""")[0]).addCss(""""on"""")",this.eventBind();}},"eventBind:function(){d("""".video-list li"""").addEvent(""""click""""",function(b){e(d(this)),b.preventDefault();});}};a.init();}();}(NTES);,,,,,,,,,,
"			",,,,,,,,,,,,,,,,,
"		",,,,,,,,,,,,,,,,,
"		",,,,,,,,,,,,,,,,,
【环球时报综合报道】中国外交部10日下午宣布一项重磅决定：召回中国驻立陶宛大使，并要求立政府召回驻中国大使。中国作出这一决定的原因是“立陶宛政府不顾中方反复交涉、晓以利害，宣布允许台湾当局以‘台湾’名义设立‘代表处’”。在观察人士看来，中国此举既让人感到意外，也在情理之中。意外是因为，在中国的对外交往史上，“召回大使”的做法极为罕见，上一次中国这么做还是26年前。但由于立陶宛过去一段时间的作为已触犯到中国的核心利益，中国出手惩罚也被认为是势所必然。作为一个人口仅�?80万的波罗的海小国，立陶宛出于各种动机冲到反华一线，接二连三与台湾勾连，突破不进行“官方往来”的底线。有评论称，中国这次用具体行动表达了自己的愤怒，并展现出维护国家利益的坚定决心。多名国际问题专家告诉《环球时报》记者，若未来立陶宛仍继续“挑战”中国，不排除出现两国断交的局面，接下来就看立陶宛能否及时“纠错”了。专家认为，中国借此对其他一些国家也发出“不要错判形势”的警告，对台当局也是一个震慑，正如国台办发言�?0日所说：勾连外部势力进行谋“独”挑衅，只能自食恶果！“我们敦促立方立即纠正错误决定”中国外交部官网10日刊登“外交部发言人就中方决定召回驻立陶宛大使发表谈话”新闻稿称，近一段时间，立陶宛政府不顾中方反复交涉、晓以利害，宣布允许台湾当局以“台湾”名义设立“代表处”。中国政府对此表示坚决反对，决定召回中国驻立陶宛大使，并要求立政府召回驻中国大使。“我们敦促立方立即纠正错误决定，采取切实措施，消除恶劣影响，不要在错误的道路上越走越远。”发言人称，“我们也正告台湾当局，‘台独’是死路一条，图谋在国际上搞分裂活动绝对不会得逞。”“在围绕台湾的争执中，中国要求立陶宛召回大使。”路透社10日称，上个月，台“外交部”宣称将在立陶宛设立“驻立陶宛台湾代表处”，这是其在欧洲国家设立的第一个以“台湾”为名的代表处，通常使用的是“台北”。报道称，此前北京已经谴责了台当局的决定，现在更进一步用具体行动来表达愤怒。据台媒报道，当时立陶宛外交部发布新闻稿，也以“国家”称呼台湾，表示将在今秋在台设“办事处”。中国方面则敦促立陶宛恪守一个中国原则�?0日，立陶宛外交部迅速回应，一方面“表示遗憾”，一方面“重申”决心遵照一个中国原则，同欧盟及世界其他地区国家一样与台湾建立互利关系。“我们正在思考下一步。”立外长表示。值得一提的是，在宣布召回大使前，中国驻立陶宛大使申知非�?�?日在立陶宛《共和国报》上发表署名文章，指出立陶宛政府屡次在台湾问题上公然违反一个中国原则和国际关系准则，严重侵犯了中国主权，干扰了中国统一进程。中国社会科学院欧洲研究所副所长刘作奎10日接受《环球时报》记者采访时表示，从外交上来讲，召回大使是严重程度很高的一种行动。很显然，中国对立陶宛近期的行为予以了力度极大的反击。他表示，立陶宛允许民进党当局以“台湾”名义设立“代表处”，比此前捷克议员访问台湾还要更严重，因为议员不能代表政府行为，而立陶宛这次则是毫无疑问的政府行为，因此，中方的反击力度在意料之中。中国国际问题研究院欧洲研究所所长崔洪建对《环球时报》记者说，立陶宛在台湾问题上触犯到的是中国的核心利益，已直接影响到两国关系的政治基础，中方召回大使的举动意在向立方传递“绝不接受”的明确态度。这一举动在中国外交的历史上非常少见，也说明两国关系已遇到严重挫折。中国“前所未有的举动”在中国的对外关系史上，因与某国关系紧张而召回大使的情况极少�?966年，由于印度尼西亚国内出现反华潮，中国召回大使。次年，两国进一步走向断交。上世纪80年代，荷兰政府批准售台潜艇，中国召回大使�?981�?月，中荷外交关系降为代办级。最近一次是1995年，克林顿政府允许李登辉以访问母校名义至美国逗留并发表政治演说，致使中美关系遭受重大挫折。中国作出强烈反应，主动停止原定的高层官员访问和接触，并以述职名义召回时任驻美大使李道豫。“立陶宛激怒中国，”德国新闻电视台10日评论道，尽管中方多次表态并概述可能出现的后果，立政府仍决定允许台当局设立一个以“台湾”命名的代表处。不过，中国最新的决定并不意味着两国外交关系的终结。“这是中国前所未有的举动。”俄罗斯《观点报�?0日援引俄汉学家瓦维洛夫的话说，此前中国几乎没怎么将召回大使用作外交工具，这进一步证明，中国外交变得更加果断，更加坚定地捍卫自己的立场。美国彭博社称，中国“划出红线”，向其他寻求与台湾发展更“正式”关系的国家发出“罕见”警告。有分析称，过去几年，立陶宛一直在向台湾靠拢，特别是去�?0月大选后，立新政府承诺推动“以价值观为基础的外交政策”，积极发展对台关系。除了计划与台湾互设新机构，立陶宛还是欧盟国家中第一个宣布捐赠疫苗给台湾的国家。崔洪建表示，中立关系的变化和当前中欧关系遇到的困难与挑战有一定联系，但也有诸多不同之处。他解释说，立陶宛近期对华态度改变，最主要原因是其国内政治变化与国际地缘变化产生“共振”，即立陶宛新政府在执政后对地缘政治的判断发生变化，再加上拜登政府上台后对其施加了影响。刘作奎认为，倘若接下来立陶宛仍不断绝与台当局的相关往来，中立关系就很难改善。此前立陶宛并未有什么弥合分歧的举措，反而试图升级事态，假如这样的行为越来越多，未来不排除两国断交的可能。至于欧盟的反应，崔洪建表示，部分国家可能会对立陶宛表达某种支持，但其他国家不会认同在涉台问题上采用立陶宛的方式，预计欧盟不会在短期内形成统一立场。台媒担心“圭亚那事件”重演大陆的出手也让台湾岛内震动。台湾《联合报》称，大陆外交部官网发布新闻稿，痛批立陶宛政府公然违背两国建交公报精神。《旺报》称，“追溯中方前次召回驻外大使，也与台湾有关，为1995年李登辉访美。”台“外交部”发言人欧江安10日表示，会密切关注后续发展，“立陶宛捍卫国家尊严与自由理念的坚定意志令人敬佩”。据台湾《自由时报》报道，有绿营人士发起“一人一句力挺立陶宛”活动。该媒体报道立陶宛外交部10日的声明时称“挺住了！”台“报橘”网站则拿立陶宛外交部副部长阿多梅纳斯前不久对台媒讲的话壮胆，阿多梅纳斯当时称，不怕北京施压，“跟以前的苏联比，中国算是十分温和”。据台“新头壳”网站报道，台“时代力量”国际部主任刘仕杰认为，接下来，立陶宛的案例与决定会成为台湾在欧洲“外交”战场的指标，最糟的情形是立陶宛没办法扛住压力，最后重演圭亚那事件。路透社10日也提到这一事件。今�?月，台当局公布“外交新突破”，在圭亚那设“台湾办公室”，但一天后就传出圭亚那决定终止该协议的消息。而在专注于台海关系的复旦大学教授信强看来，中方召回驻立陶宛大使的举动除考虑中立双边关系外，也有警告其他一些国家不要错判形势、步立陶宛后尘的意味。他对《环球时报》记者说，“这同时也是对美国政府的一次表态。”就�?0日，美“在台协会台北办事处处长”孙晓雅与台“总统”蔡英文会面，称台美关系正处于巅峰，是史上最佳，希望未来能强化并拓展台美关系。美联社10日称，自苏联解体后，台湾寻求与东欧国家建立关系，大陆则利用其日益增长的经济和外交影响力，确保这种关系只是非官方的。报道还称，台湾的“邦交国”已减少到只�?5个。除了不断加大外交压力，大陆也在台湾周围派出战机和军舰。台当局寻求拓展所谓国际空间的路注定行不通。法新社10日报道了台当局不满入围威尼斯电影节的台湾影片被主办方标注出自“Chinese Taipei（中国台北）”一事。有岛内媒体提到，台湾刚刚“被迫”以“Chinese Taipei”参加东京奥运会。“我要再次强调，世界上只有一个中国，台湾是中国领土不可分割的一部分。”国台办发言人马晓光10日表示，“我们正告民进党当局，勾连外部势力进行谋‘独’挑衅，只能自食恶果。”【环球时报驻德国特约记�?青木 环球时报记�?白云�?徐可�?�?�?柳玉鹏�?                    ,,,,,,,,,,,,,,,,,
"                """,中国驻立陶宛大使发推说“再见”，这条网友评论点赞量最高！,,,,,,,,,,,,,,,,
"
                    
                    
                        （原标题：日媒：日本自民党干事长二阶俊博会见台湾“驻日代表”谢长廷，实属“罕见”）
                    
                    
                    【文/观察者网 熊超然】据日本时事通讯�?�?2日报道，日本自民党干事长二阶俊博当天在自民党总部会见了台湾“驻日代表”谢长廷。报道称，二阶俊博素以在中国大陆拥有广泛人脉而著称，被认为是“知华派”，此次和来自台湾地区的官员见面，实属“罕见”。值得注意的是，除了时事通讯社寥寥几句的报道之外，其他日本主流媒体当天并未大量报道此事。不过，此事却被一众台媒注意到，并跟进报道。日本时事通讯社报道截图虽然双方均未公�?2日会谈的具体内容，但有台媒从消息人士处得知信息后分析称，谢长廷可能就日本此前向台湾地区捐赠新冠疫苗以及在东京奥运会期间提供协助等事宜，向对方表达了谢意。据称，谢长�?016年到任“驻日代表”时，也曾前往自民党总部拜会了二阶俊博。对于此次会面，台媒依旧援引日本时事通讯社的报道，突出“罕见”这一说法。二阶俊博目前是日本众议院议员，同时也是自民党干事长，主管党务。他在日本国内长期以“知华”形象示人，在中国大陆也拥有一定的人脉。资料图：日本自民党干事长二阶俊�?图自澎湃影像值得注意的是，在接下来的几个月里，日本国内政坛即将迎来一系列大事件，包括今年9月将举行的自民党总裁选举�?0月将举行的众议院换届选举。同时，日本的一些政客近期也正不断在中国的台湾问题上“插嘴”，配合美国炒作所谓的“中国威胁论”�?�?2日，澳媒《悉尼先驱晨报》发表了一篇日本防卫大臣岸信夫接受专访的报道，他就印太地区的安全形势发表了一系列措辞强硬的言论，声称中国正试图通过武力改变印太地区现状，并呼吁澳大利亚和其他盟友采取行动，特别是澳方要带头抵制中国在该地区的影响力，以确保中国占据主导优势的情况不会出现。“台湾地区的安全非常重要，不仅关乎日本的安全，对世界的稳定也是如此。”岸信夫声称，日本的防务政策并不针对任何特定国家，但考虑到日本周边的安全环境越来越严峻，必须建立一个能够保护自己的架构，中美之间的力量平衡“已明显转变”，在台海地区军事博弈的天平“已严重向中方倾斜”。针对中澳关系恶化以及诸多澳方官员一年半以来“求对话”无果，岸信夫还煞有其事地亲自“支招”，称“与中方私下沟通是最佳方式”。日本防卫大臣岸信夫在东京接受澳媒专�?图自澳媒此外，日本首相菅义伟在美媒《新闻周刊》（Newsweek�?�?1日刊登的专访中，也多次提及涉华问题，声称在这一问题上需要“和美国合作”。而提到若中国大陆和美国因台湾起冲突，日方的反应时，菅义伟声称：“冲绳人显然是日本公民。因此，保卫冲绳是理所当然的事。冲绳有许多美军基地，基于日美同盟关系，（我们必须）确保冲绳得到保护。我认为这是日本政府非常重要的目标。”针对日方近期的一系列行为，中国外交部发言人赵立坚7�?9日在例行记者会上曾表示，台湾问题涉及中美关系、中日关系政治基础。美方和日方都有责任有义务恪守同中国之间的有关双边政治文件原则及就台湾问题向中方所作郑重承诺，停止向“台独”势力发出错误信号。本文系观察者网独家稿件，未经授权，不得转载�?                    
                ",日媒：日本自民党干事长二阶俊博会见台湾“驻日代表”谢长廷，实属“罕见�?,,,,,,,,,,,,,,,,
"
                    
                    
                        （原标题：阿富汗塔利班进入喀布尔，总统加尼“出走”）
                    
                    
                    
 
	（观察者网讯）当地时间15日，塔利班进入阿富汗首都喀布尔，四面楚歌的阿富汗总统加尼“出走”国外�? 
 
	美联社感叹：“这标志着，这项旨在重塑阿富汗、由西方进行�?0年的实验，结束了。�? 
  
 
阿富汗总统加尼
 
 
	当地时间15日晚，塔利班发言人扎比胡拉·穆贾希德（sabihullah mujahid）发表声明称，塔利班已进入喀布尔，并称阿富汗政府军已经放弃了在该市部分地区的执勤岗位�? 
 
	CNN称，阿富汗塔利班武装人员已“和平地”进入了首都喀布尔。在喀布尔的CNN记者称，“虽然到处都能听到枪声，但还没有发生巷战或政府安全部队阻止塔利班的行为。这里一片漆黑，因此我们还无法看到情况。他们（塔利班）正在城市中静静前行。�? 
 
	路透社援引两名塔利班高级指挥官的话称，“塔利班已经进入并控制了阿富汗总统府。”但阿富汗政府尚未承认�? 
 
	塔利班还对路透社称，阿富汗不会有“过渡政府”，正等待受西方支持的阿富汗政府投降�? 
 
	路透社称，美国国务卿布林肯表示，“美国大使馆正在迁往机场”�? 
 
	当被问及撤离直升机画面是否会唤起人们�?975年美国撤出越南西贡的记忆时，布林肯极力否认：“这显然不是西贡。�? 
 
	阿富汗黎明新闻台（TOLO News）、美联社与路透社等多家媒体报道，阿富汗总统加尼已经离开阿富汗国内，与加尼一同离开阿富汗的还有阿富汗总统国家安全顾问哈姆杜拉·穆希卜（Hamdullah Mohib）和另一名“亲密伙伴”�? 
 
	据美联社，消息来源是一名来自阿富汗前总统哈米德·卡尔扎伊办公室的官员和另一名阿富汗安全委员会的助手，他们要求匿名的原因是“没有被授权向记者透露情况”。不过这一消息随后得到了阿富汗民族和解高级委员会主席阿卜杜拉·阿卜杜拉的证实�? 
 
	黎明新闻台没有提及加尼的去向，但路透社称，加尼的目的地是阿富汗的北方邻国塔吉克斯坦�? 
  
  
  
 
多家外媒报道阿富汗总统加尼离开该国
 
 
	阿富汗民族和解高级委员会主席阿卜杜拉（Abdullah Abdullah）在社交网站发布视频，证实阿富汗总统加尼已经离开阿富汗，并严厉批评加尼的逃离�? 
 
	在视频声明中，阿卜杜拉说，“前总统的离开将阿富汗人民和国家置于如此糟糕的境地之中，上帝会追究他的责任，阿富汗人民也会审判他。�? 
 
	阿卜杜拉还对阿富汗人说，“在目前的情况下，我请求阿富汗政府军和安全部队合作维护安全，我也请求塔利班方面别进入喀布尔并给予一个谈判的机会，使安全局势不再恶化，也使阿富汗人免于更多苦难。�? 
 
	当天早些时候，阿富汗代理国防部长比斯米拉·穆罕默迪（Bismillah Mohammadi）表示，加尼已将解决阿国内当前危机的权力交给了其他政治领导人。俄罗斯卫星网报道称，加尼已经同意辞职�? 
 
	此外，一个阿富汗政府代表团将�?6日启程前往多哈，就该国的局势进行谈判。代表团成员将包括阿富汗前副总统尤努斯·卡努尼、前阿富汗驻英国大使艾哈迈德·瓦利·马苏德、阿富汗前第二副首席执行官穆哈齐克在内的多名该国政治领导人�? 
 
	美国《每日野兽》（The Daily Beast）新闻网15日称，“在阿富汗进行了20年的征程后，这项由美国推动的、在阿建立‘代议制政府’（representative government）的实验正在我们眼前崩塌，塔利班也再次成为‘帝国坟场’中的主导性政治和军事力量。�? 
 
	而俄罗斯外交部发言人玛利亚·扎哈罗娃�?Maria Zakharova�?5日则在社交网站中直截了当地点明阿富汗问题的根源——“世界正惊恐地看着美国又一次历史实验带来的结果。�? 
 
本文系观察者网独家稿件，未经授权，不得转载�? 

                    
                ",阿富汗塔利班进入喀布尔，总统加尼“出走�?,,,,,,,,,,,,,,,,
